planet_name,host_star_name,star_number_per_system,discovery_method,year_of_discovery,discovery_facility,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_mass_earth_mass,orbital_eccentricity,planet_equil_temp_k,spectral_type,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,stellar_surf_grav,distance_parsec
K2-8 c,K2-8,1.0,Transit,2016.0,K2,5.06405928,0.053849999999999995,2.388,,,839.0,K3 V,4938.0,0.735,0.81,4.541,403.513
K2-80 b,K2-80,1.0,Transit,2016.0,K2,19.094316666666668,0.135,2.051091443333333,,,,,5409.0,0.855729,0.9065555000000001,4.5845,200.802
K2-80 c,K2-80,1.0,Transit,2016.0,K2,5.605013,0.0596,1.4563813233333331,,,,,5409.0,0.855729,0.9065555000000001,4.5845,200.802
K2-80 d,K2-80,1.0,Transit,2018.0,K2,28.874576500000003,,2.4710575300000004,,,,,5377.0,0.813229,0.913111,4.65,200.802
K2-81 b,K2-81,1.0,Transit,2016.0,K2,6.10199132,0.05845,2.0566666666666666,,0.06,,,4662.71,0.6558876666666666,0.745273,4.61822,252.318
K2-83 b,K2-83,1.0,Transit,2016.0,K2,2.7471083333333333,0.03107,1.438,,0.07,,,3892.875,0.424,0.539056,4.863,125.529
K2-83 c,K2-83,1.0,Transit,2016.0,K2,9.9985118775,0.073655,1.7643333333333333,,0.06,,,3877.9166666666665,0.4650003333333333,0.520321,4.77295,125.529
K2-84 b,K2-84,1.0,Transit,2016.0,K2,6.421495,0.0665,2.46,,,,,5652.0,0.883,0.95,4.481,284.876
K2-84 c,K2-84,1.0,Transit,2016.0,K2,27.856099999999998,0.1768,2.0949999999999998,,,,,5652.0,0.883,0.95,4.481,284.876
K2-85 b,K2-85,1.0,Transit,2016.0,K2,0.68455552452,0.012815,1.28796006,3.2,0.24,1355.0,,4346.887142857143,0.6822833333333334,0.68416175,4.477015000000001,97.2179
K2-86 b,K2-86,1.0,Transit,2016.0,K2,8.776594666666666,0.077,3.011737203333333,,,,,5305.5,0.76,0.7737475,4.5495,258.699
K2-87 b,K2-87,1.0,Transit,2016.0,K2,9.726882666666667,0.09079999999999999,6.873333333333332,,,979.0,,5576.5,1.4545,1.0554999999999999,4.339,491.242
K2-88 b,K2-88,1.0,Transit,2016.0,K2,4.612306666666666,0.038250000000000006,1.5999999999999999,,0.26,,,3580.575,0.256,0.36752300000000004,5.022,110.56099999999999
K2-89 b,K2-89,1.0,Transit,2016.0,K2,1.095989,0.01581,0.7706666666666667,,0.15,,,3684.0,0.318,0.439308,4.835935,86.03860000000002
K2-9 b,K2-9,1.0,Transit,2015.0,K2,18.4488386,0.09519999999999999,3.174,,,299.0,M2.5 V,3668.75,0.41533333333333333,0.27,4.816,82.9631
K2-90 b,K2-90,1.0,Transit,2016.0,K2,13.729377690000002,0.09620000000000001,2.4525,,0.07,502.0,,4293.7775,0.63766025,0.638,4.688653333333334,134.188
K2-90 c,K2-90,1.0,Transit,2016.0,K2,2.900415333333333,0.0339,1.2266666666666668,,0.19,,,4278.99,0.640377,0.6333065,4.791,134.188
K2-91 b,K2-91,1.0,Transit,2016.0,K2,1.4195414275,0.0172,1.1666666666666667,,0.09,,,3478.9666666666667,0.29622333333333334,0.319776,4.9313649999999996,62.5785
K2-95 b,K2-95,1.0,Transit,2016.0,K2,10.13430155,0.06246666666666666,4.691428571428572,,0.16,428.5,M3.0,3481.2,0.4178296666666667,0.41609433333333334,4.834326666666667,179.854
K2-97 b,K2-97,1.0,Transit,2016.0,K2,8.40638975,0.08413333333333334,12.316863485,207.30439886,0.2135,1532.5,,4741.426666666667,4.286972857142858,1.1624999999999999,3.3031999999999995,878.43
K2-98 b,K2-98,1.0,Transit,2016.0,K2,10.136881584444446,0.09676666666666667,4.800644608571429,28.735879850000003,0.0595,1118.0,F8 V,6188.0,1.51003,1.1892658333333335,4.154648571428572,518.625
K2-99 b,K2-99,1.0,Transit,2016.0,K2,18.2496445,0.15723333333333334,11.67956987,290.60193803,0.20500000000000002,1135.0,G0 IV,6072.545000000001,2.5929345,1.486139,3.7608800000000002,519.229
K2-99 c,K2-99,1.0,Radial Velocity,2022.0,Multiple Observatories,522.2,1.43,,2669.7586188,0.21,390.0,,6069.0,2.55,1.44,3.783,519.229
KELT-1 b,KELT-1,1.0,Transit,2012.0,KELT,1.2175011533333333,0.02466,12.442,8654.15,0.004966666666666667,,,6542.68,1.4680533333333334,1.335,4.234233333333333,268.43
KELT-10 b,KELT-10,1.0,Transit,2016.0,KELT-South,4.166258725,0.05165,15.737422405,215.96494338,,1377.0,G0 V,5948.0,1.209,1.112,4.319,188.404
KELT-11 b,KELT-11,1.0,Transit,2017.0,KELT-South,4.736223766666667,0.0624225,15.206867983333334,63.0097158575,0.1219,1712.0,,5355.375,2.74086,1.4426666666666665,3.715666666666667,99.1596
KELT-12 b,KELT-12,1.0,Transit,2017.0,KELT-North,5.031624266666666,0.06708,19.95202,301.9385,0.0,1800.0,,6279.0,2.37,1.591,3.889,368.03
KELT-14 b,KELT-14,1.0,Transit,2016.0,KELT-South,1.710054966,0.029804999999999998,18.2874835,394.1092,0.0,1937.0,G4,5740.5,1.5200000000000002,1.239,4.183,250.121
KELT-15 b,KELT-15,2.0,Transit,2016.0,KELT-South,3.32945766,0.04613,17.8391235,352.7913,0.0,1642.0,,6003.0,1.5557500000000002,1.40075,4.1685,324.683
KELT-16 b,KELT-16,2.0,Transit,2017.0,KELT,0.9689934504,0.020395,15.681377655,867.6737414849999,0.0,2435.0,F7 V,6236.25,1.36,1.207,4.25925,444.58600000000007
KELT-17 b,KELT-17,1.0,Transit,2016.0,KELT,3.080174983333333,0.04881,17.093725,416.3573,,2087.0,A,7454.0,1.645,1.635,4.22,226.5
KELT-18 b,KELT-18,2.0,Transit,2017.0,KELT-North,2.871710294,0.0455,17.59813,375.0394,0.0,2085.0,F4 V,6712.5,1.9082599999999998,1.524,4.0565999999999995,321.376
KELT-19 A b,KELT-19 A,2.0,Transit,2017.0,KELT,4.611726566666667,0.0637,21.40919,1293.5681,,1935.0,A8 V,7500.0,1.83,1.62,4.127,300.276
KELT-2 A b,KELT-2 A,2.0,Transit,2012.0,KELT,4.11378694,0.054965,14.668819999999998,503.11813666666666,0.027,,,6194.25,1.8535,1.366,4.5,134.058
KELT-20 b,KELT-20,1.0,Transit,2017.0,KELT-North,3.4741073119999997,0.0556,20.0136695,3239.00553,0.0,2261.0,A2 V,8785.0,1.57375,1.76,4.295,136.426
KELT-21 b,KELT-21,1.0,Transit,2018.0,KELT-North,3.612767793333333,0.05224,17.777474,1242.7153,0.0,2051.0,A8 V,7598.0,1.638,1.458,4.173,470.878
KELT-23 A b,KELT-23 A,2.0,Transit,2019.0,KELT-North,2.2552802672,0.03302,14.829507,298.12454,0.0,1561.0,G2 V,5898.75,0.996,0.944,4.444956666666666,126.261
KELT-24 b,KELT-24,2.0,Transit,2019.0,KELT-North,5.551493271428571,0.06773,14.071015286666666,1480.0236991766667,0.05378000000000001,1441.0,F7,6448.195,1.4874450000000001,1.3896000000000002,4.227176666666666,96.5173
KELT-3 b,KELT-3,2.0,Transit,2013.0,KELT,2.703389202222222,0.041225,15.6925672375,505.7414245725,0.00875,1816.0,,6332.5,1.524112857142857,1.3845714285714286,4.198016666666667,210.252
KELT-4 A b,KELT-4 A,3.0,Transit,2016.0,KELT,2.989591505,0.04317,19.049679095000002,286.36411315,0.015,1823.0,F,6206.333333333333,1.602,1.2006666666666668,4.108666666666667,218.05
KELT-6 b,KELT-6,1.0,Transit,2014.0,KELT,7.845628883333333,0.07993,13.599235,145.853365,0.12625,1313.0,F8,6170.0,1.5897999999999999,1.1683999999999999,4.0845,240.726
KELT-6 c,KELT-6,1.0,Radial Velocity,2015.0,Multiple Observatories,1276.0,2.39,,1179.1493,0.21,,,6272.0,1.529,1.126,4.12,240.726
KELT-7 b,KELT-7,1.0,Transit,2015.0,KELT,2.734769108888889,0.04415,17.558898499999998,424.30305,0.0,2048.0,F,6736.0,1.7515,1.59125,4.2645,136.681
KELT-8 b,KELT-8,1.0,Transit,2015.0,KELT,3.2440662799999997,0.045605,19.95202,252.67485,0.0405,1675.0,G2 V,5745.5,1.46,1.0918,4.095048,197.57199999999997
KELT-9 b,KELT-9,2.0,Transit,2017.0,KELT-North,1.4811211125000001,0.03462,20.590933,845.4277999999999,0.0,4050.0,B9.5-A0,10170.0,2.362,2.52,4.093,204.455
KIC 10001893 b,KIC 10001893,1.0,Orbital Brightness Modulation,2014.0,Kepler,0.2197,,,,,,,27500.0,,,5.35,1672.94
KIC 10001893 c,KIC 10001893,1.0,Orbital Brightness Modulation,2014.0,Kepler,0.32528,,,,,,,27500.0,,,5.35,1672.94
KIC 10001893 d,KIC 10001893,1.0,Orbital Brightness Modulation,2014.0,Kepler,0.81161,,,,,,,27500.0,,,5.35,1672.94
KIC 10068024 b,KIC 10068024,1.0,Orbital Brightness Modulation,2021.0,Kepler,2.073549,,,635.656814,,,,6118.4,1.574,1.22,4.092,721.105
KIC 10525077 b,KIC 10525077,1.0,Transit,2015.0,Kepler,854.083,,5.5,,,,,6091.0,1.01,1.01,4.42,1461.15
KIC 3526061 b,KIC 3526061,1.0,Radial Velocity,2022.0,McDonald Observatory,3552.0,5.14,,5768.58558705,0.85,,,4829.0,5.86,1.42,3.09,401.229
KIC 3558849 b,KIC 3558849,1.0,Transit,2015.0,Kepler,1322.3,,6.9,,,,,6175.0,1.01,0.98,4.44,1215.7
KIC 5437945 b,KIC 5437945,1.0,Transit,2015.0,Kepler,440.785090125,1.155742,6.967571428571429,,0.0,308.0,,6234.52375,1.3453333333333333,1.049,4.144354285714286,1274.01
KIC 5479689 b,KIC 5479689,1.0,Orbital Brightness Modulation,2021.0,Kepler,1.701531,,,158.9142035,,,,5459.1,0.894,0.966,4.52,454.95
KIC 7917485 b,KIC 7917485,1.0,Pulsation Timing Variations,2016.0,Kepler,840.0,,,3750.394,0.15,,A,7067.0,,1.63,4.0,1382.89
KIC 8121913 b,KIC 8121913,1.0,Orbital Brightness Modulation,2021.0,Kepler,3.294601,,,667.4396547,,,,5975.3,2.233,1.456,3.896,707.303
KIC 8540376 b,KOI-7892,1.0,Transit,2015.0,Kepler,31.8099,,4.1,,,,,6474.0,1.26,1.04,4.31,1072.3
KIC 8540376 c,KOI-7892,1.0,Transit,2015.0,Kepler,75.2,,2.4,,,,,6474.0,1.26,1.04,4.31,1072.3
KIC 9663113 b,KIC 9663113,1.0,Transit,2015.0,Kepler,572.3836707142857,1.399212,5.848142857142856,,0.0,240.5,,6131.90125,1.0762,1.0386666666666666,4.290963333333333,1594.74
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,1.0,Microlensing,2018.0,KMTNet,,4.125,,1430.75,,,,,,0.42,,6125.0
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,1.0,Microlensing,2023.0,KMTNet,,2.475,,5.1466666666666665,,,,,,0.42800000000000005,,4993.333333333333
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,1.0,Microlensing,2019.0,KMTNet,,0.7035,,536.0,,,,,,0.05449999999999999,,7066.0
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,1.0,Microlensing,2018.0,KMTNet,,5.1,,2200.0,,,,,,0.45,,6600.0
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,1.0,Microlensing,2018.0,KMTNet,,1.08,,1450.0,,,,,,0.039,,6260.0
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,1.0,Microlensing,2019.0,KMTNet,,3.1571428571428575,,708.5714285714286,,,,,,0.49833333333333335,,6914.285714285715
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,1.0,Microlensing,2018.0,KMTNet,,0.83,,4923.0,,,,,,0.073,,7010.0
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,1.0,Microlensing,2024.0,KMTNet,,3.6,,304.0558426966666,,,,,,0.73,,3570.0
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,1.0,Microlensing,2020.0,KMTNet,,2.63,,1250.0,,,,,,0.5,,6440.0
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,1.0,Microlensing,2020.0,KMTNet,,3.2350000000000003,,802.5,,,,,,0.63,,4985.0
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,1.0,Microlensing,2021.0,KMTNet,,0.681,,245.0457018,,,,,,0.064,,6421.0
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,1.0,Microlensing,2018.0,KMTNet,,3.45,,34.0,,,,,,0.76,,4530.0
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,1.0,Microlensing,2023.0,KMTNet,,1.8133333333333335,,5.59,,,,,,0.34,,5400.0
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,1.0,Microlensing,2022.0,KMTNet,,2.34,,1166.43025369,,,,,,0.63,,5080.0
KMT-2017-BLG-0849L b,KMT-2017-BLG-0849L,1.0,Microlensing,2024.0,KMTNet,,2.73,,6.39,,,,,,0.19,,7220.0
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,1.0,Microlensing,2023.0,KMTNet,,1.39,,5.22,,,,,,0.32,,7093.333333333333
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,1.0,Microlensing,2019.0,KMTNet,,1.85,,700.0,,,,,,0.4,,6050.0
KMT-2017-BLG-1057L b,KMT-2017-BLG-1057L,1.0,Microlensing,2024.0,KMTNet,,2.36,,23.5,,,,,,0.57,,6500.0
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,1.0,Microlensing,2019.0,KMTNet,,1.65,,250.0,,,,,,0.365,,6550.0
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,1.0,Microlensing,2023.0,KMTNet,,1.78,,3.54,,,,,,0.41,,4240.0
KMT-2017-BLG-2197L b,KMT-2017-BLG-2197L,1.0,Microlensing,2025.0,KMTNet,,11.280000000000001,,2506.076989195,,,,,,0.36,,7800.0
KMT-2017-BLG-2331L b,KMT-2017-BLG-2331L,1.0,Microlensing,2024.0,KMTNet,,2.14,,171.0,,,,,,0.4,,8030.0
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,1.0,Microlensing,2021.0,KMTNet,,2.14,,664.26137063,,,,,,0.46,,7040.0
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,1.0,Microlensing,2020.0,KMTNet,,4.404999999999999,,8.14,,,,,,1.1949999999999998,,3570.0
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,1.0,Microlensing,2022.0,KMTNet,,4.39,,460.85119015,,,,,,0.51,,6480.0
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,1.0,Microlensing,2022.0,KMTNet,,0.765,,87.40281192500001,,,,,,0.10500000000000001,,6960.0
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,1.0,Microlensing,2022.0,KMTNet,,2.3766666666666665,,686.5093591199999,,,,,,0.28,,6690.0
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,1.0,Microlensing,2020.0,KMTNet,,0.62,,60.0,,,,,,0.087,,7300.0
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,1.0,Microlensing,2023.0,KMTNet,,1.855,,9534.852210000001,,,,,,0.29,,6890.0
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,1.0,Microlensing,2021.0,KMTNet,,0.8210000000000001,,4.983333333333333,,,,,,0.12833333333333333,,7208.333333333333
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,1.0,Microlensing,2020.0,KMTNet,,6.295,,1485.0,,,,,,1.17,,3650.0
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,1.0,Microlensing,2021.0,KMTNet,,1.69,,295.10367589500004,,,,,,0.3055,,6261.0
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,1.0,Microlensing,2021.0,KMTNet,,2.79,,664.26137063,,,,,,0.65,,5840.0
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,1.0,Microlensing,2022.0,KMTNet,,2.96,,6.17,,,,,,0.475,,4160.0
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,1.0,Microlensing,2019.0,KMTNet,,0.9206363636363636,,162.45454545454547,,,M,,,0.10629999999999999,,1042.6363636363637
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,1.0,Microlensing,2021.0,KMTNet,,3.1199999999999997,,367.091810085,,,,,,0.69,,5910.0
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,1.0,Microlensing,2022.0,KMTNet,,3.81,,365.50266805,,,,,,0.66,,4310.0
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,1.0,Microlensing,2022.0,KMTNet,,3.1,,9.2,,,,,,0.6999999999999998,,4900.0
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,1.0,Microlensing,2023.0,KMTNet,,0.96,,6038.739733,,,,,,0.21,,3090.0
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,1.0,Microlensing,2023.0,KMTNet,,5.652666666666666,,577.07044431,,,,,,0.6986666666666667,,6728.666666666667
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,1.0,Microlensing,2023.0,KMTNet,,1.64,,6674.396547,,,,,,0.32,,7710.0
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,1.0,Microlensing,2021.0,KMTNet,,1.145,,3127.4315248800003,,,,,,0.09,,7025.0
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,1.0,Microlensing,2022.0,KMTNet,,5.2749999999999995,,1026.5857546099999,,,,,,0.74,,4410.0
KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L,1.0,Microlensing,2025.0,KMTNet,,1.6,,381.3940884,,,,,,0.28,,7300.0
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,1.0,Microlensing,2020.0,KMTNet,,3.31,,10.28,,,,,,0.76,,3320.0
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,1.0,Microlensing,2022.0,KMTNet,,1.1,,15.5,,,,,,0.28,,7200.0
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,1.0,Microlensing,2022.0,KMTNet,,1.7,,60.38739733,,,,,,0.3,,6600.0
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,1.0,Microlensing,2023.0,KMTNet,,2.5884285714285715,,33.46279085285714,,,,,,0.39875,,2976.5714285714284
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,1.0,Microlensing,2020.0,KMTNet,,2.48,,2020.25,,,,,,0.375,,6620.0
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,1.0,Microlensing,2023.0,KMTNet,,1.7,,4.086666666666667,,,,,,0.25,,4673.333333333333
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,1.0,Microlensing,2022.0,KMTNet,,2.6,,1287.20504835,,,,,,0.79,,4600.0
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,1.0,Microlensing,2021.0,KMTNet,,3.0599999999999996,,634.067671965,,,,,,0.6,,3815.0
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,1.0,Microlensing,2023.0,KMTNet,,3.004,,4.646,,,,,,0.742,,6638.0
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,1.0,Microlensing,2020.0,KMTNet,,,,200.0,,,,,,0.31,,7040.0
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,1.0,Microlensing,2023.0,KMTNet,,1.85,,368.68095212,,,,,,0.34,,5910.0
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,1.0,Microlensing,2022.0,KMTNet,,2.0,,88.99195396,,,,,,0.47,,6100.0
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,1.0,Microlensing,2021.0,KMTNet,,1.6583333333333332,,1.3216666666666665,,,WD,,,0.36325,,1045.0
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,1.0,Microlensing,2021.0,KMTNet,,8.463333333333333,,6753.85364875,,,WD,,,0.36325,,1045.0
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,1.0,Microlensing,2022.0,KMTNet,,3.065,,1806.854493795,,,,,,0.6466666666666666,,3345.0
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,1.0,Microlensing,2022.0,KMTNet,,3.6181818181818177,,9.036363636363637,,,,5200.0,,0.7885714285714286,,4681.818181818182
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,1.0,Microlensing,2022.0,KMTNet,,2.395,,41.84740692166667,,,,,,0.27,,5671.666666666667
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,1.0,Microlensing,2022.0,KMTNet,,2.716666666666667,,107.00223035666666,,,,,,0.488,,6866.666666666667
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,1.0,Microlensing,2022.0,KMTNet,,2.045,,31.7828407,,,,,,0.32,,6950.0
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,2.0,Microlensing,2021.0,KMTNet,,,,2034.1018048,,,,,,0.62,,6600.0
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,1.0,Microlensing,2023.0,KMTNet,,2.026666666666667,,34.61666666666667,,,,,,0.225,,2790.0
KMT-2021-BLG-0736L b,KMT-2021-BLG-0736L,1.0,Microlensing,2025.0,KMTNet,,4.0,,21.0,,,,,,0.6,,7000.0
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,1.0,Microlensing,2022.0,KMTNet,,2.4133333333333336,,140.90392710333333,,,,,,0.36000000000000004,,6093.333333333333
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,1.0,Microlensing,2023.0,KMTNet,,1.75,,400.46379282,,,,,,0.38,,6480.0
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,1.0,Microlensing,2022.0,KMTNet,,3.085,,4.865,,,K,,,0.775,,6135.0
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,1.0,Microlensing,2022.0,KMTNet,,1.26,,69.92224954,,,M V,,,0.14,,8240.0
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,1.0,Microlensing,2022.0,KMTNet,,0.93,,79.45710175,,,M V,,,0.14,,8240.0
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,1.0,Microlensing,2023.0,KMTNet,,3.552857142857143,,508.07141061857146,,,,,,0.622,,4432.857142857143
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,1.0,Microlensing,2023.0,KMTNet,,4.5,,279.68899816,,,,,,0.73,,3800.0
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,1.0,Microlensing,2022.0,KMTNet,,1.652,,19.698,,,,,,0.22999999999999998,,6570.0
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,1.0,Microlensing,2022.0,KMTNet,,2.89,,120.77479466,,,,,,0.57,,6280.0
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,1.0,Microlensing,2022.0,KMTNet,,2.346666666666667,,60.876666666666665,,,,,,0.42,,5970.0
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,1.0,Microlensing,2022.0,KMTNet,,2.016,,4.196,,,,,,0.38000000000000006,,6094.0
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,1.0,Microlensing,2023.0,KMTNet,,4.5,,467.20775829,,,,,,0.72,,5070.0
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,1.0,Microlensing,2022.0,KMTNet,,0.84,,38.13940884,,,,,,0.08,,7680.0
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,1.0,Microlensing,2022.0,KMTNet,,2.8714285714285714,,42.857142857142854,,,,4570.0,,0.6116666666666667,,6257.142857142857
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,1.0,Microlensing,2023.0,KMTNet,,0.9,,6674.396547,,,,,,0.13,,6920.0
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,1.0,Microlensing,2022.0,KMTNet,,2.45,,241.54958932,,,,,,0.48,,6900.0
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,1.0,Microlensing,2023.0,KMTNet,,2.105,,340.07639549,,,,,,0.37,,7090.0
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,1.0,Microlensing,2022.0,KMTNet,,1.0725,,22.24798849,,,,,,0.12,,6830.0
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,1.0,Microlensing,2023.0,KMTNet,,1.8500000000000003,,287.10499432333336,,,,,,0.20000000000000004,,2963.3333333333335
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,1.0,Microlensing,2024.0,KMTNet,,2.3,,22.883645299999998,,,,,,0.2,,7480.0
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,1.0,Microlensing,2024.0,KMTNet,,4.81,,163.04597279,,,,,,0.368,,6570.0
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,1.0,Microlensing,2023.0,KMTNet,,3.2199999999999998,,82.63538582,,,,,,0.63,,7140.0
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,1.0,Microlensing,2023.0,KMTNet,,3.25,,15.350000000000001,,,,,,0.53,,3500.0
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,1.0,Microlensing,2023.0,KMTNet,,1.38,,98.52680617,,,,,,0.18,,7710.0
KMT-2022-BLG-1790L b,KMT-2022-BLG-1790L,1.0,Microlensing,2025.0,KMTNet,,5.25,,549.84314411,,,,,,0.58,,6480.0
KMT-2022-BLG-2076L b,KMT-2022-BLG-2076L,1.0,Microlensing,2025.0,KMTNet,,5.04,,276.51071408999996,,,,,,0.67,,5570.0
KMT-2022-BLG-2286L b,KMT-2022-BLG-2286L,1.0,Microlensing,2024.0,KMTNet,,2.67,,9852.680617,,,,,,0.325,,7015.0
KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L,1.0,Microlensing,2025.0,KMTNet,,3.575,,83.7,,,K2.5 V,,,0.71,,5410.0
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,1.0,Microlensing,2024.0,KMTNet,,3.0125,,1024.4404128625001,,,,,,0.6166666666666667,,6067.5
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,1.0,Microlensing,2024.0,KMTNet,,2.35,,39.41072247,,,,,,0.47,,7070.0
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,1.0,Microlensing,2025.0,KMTNet,,2.9899999999999998,,646.780808245,,,,,,0.4215,,5575.0
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,1.0,Microlensing,2024.0,KMTNet,,2.81,,38.77506565,,,,,,0.61,,6390.0
KMT-2023-BLG-0830L b,KMT-2023-BLG-0830L,1.0,Microlensing,2025.0,KMTNet,,1.565,,18.2751334,,,,,,0.22,,7250.0
KMT-2023-BLG-0949L b,KMT-2023-BLG-0949L,1.0,Microlensing,2025.0,KMTNet,,2.665,,1571.661472615,,,,,,0.48,,6060.0
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,1.0,Microlensing,2024.0,KMTNet,,2.75,,13.5,,,,,,0.57,,6850.0
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,1.0,Microlensing,2024.0,KMTNet,,1.31,,179.573049955,,,,,,0.17,,7220.0
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,1.0,Microlensing,2024.0,KMTNet,,1.365,,375.03752026,,,,,,0.15000000000000002,,7210.0
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,1.0,Microlensing,2024.0,KMTNet,,1.16,,6356.56814,,,,,,0.11,,7130.0
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,1.0,Microlensing,2024.0,KMTNet,,2.5366666666666666,,3.4333333333333336,,,,,,0.5,,6383.333333333333
